,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,num_http2_responses,num_http3_responses,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-15T17:20:35+00:00,https://www.live.com/,3g,449,449,449,449,182,182,171,192,2363,2349,2303,2380,479,465,426,490,2669,2659,2610,2698,2363,2348,2302,2380,packetLoss,1.05%,2,165,0,0.39,0.53,2923.759,0.01,9994.223,0.79,4154.587243813415,0.2,1218,1,0
0,2021-11-15T17:05:11+00:00,https://www.canva.com/,3g,4266,4266,4266,4266,574,675,553,898,3842,4176,3543,5143,879,972,843,1194,4368,6968,4071,12465,3836,4171,3538,5140,packetLoss,1.05%,2,379,0,0.52,0.8,2146.857,0.74,3146.2739999999994,0.59,5282.675476622144,0.1,1791.4999999999998,1,0.0009662272135416666
0,2021-11-15T15:04:05+00:00,https://www.whatsapp.com/,3g,560,560,560,560,525,524,520,527,940,954,936,986,791,799,789,816,2164,2170,2154,2193,933,946,927,979,packetLoss,0%,2,63,0,0.84,0.64,2612.674,0.51,3967.1560000000004,0.97,2612.674,1,0,1,0.013754665798611112
0,2021-11-15T15:11:29+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1392,1352,1270,1394,5407,5489,5380,5681,1666,1652,1610,1681,8223,8207,8051,8347,5356,5432,5320,5620,packetLoss,0%,2,303,0,0.15,0.24,3966.937,0,20405.6025,0,22295.866024438663,0,13849.644,0.85,0.1203125
0,2021-11-15T15:06:56+00:00,https://www.forbes.com/,3g,1979,1979,1979,1980,78,89,70,119,4751,4719,4551,4856,344,347,308,390,10111,10131,10079,10202,4715,4686,4530,4814,packetLoss,0%,2,499,0,0.43,0.74,2317.193,0.8,2941.893,0.05,11358.781712212818,0.01,4652.4999999999945,1,0.006572254816691081
0,2021-11-15T15:15:55+00:00,https://www.live.com/,3g,449,449,449,449,232,238,220,263,2456,2466,2431,2511,550,545,492,592,2760,2780,2748,2831,2456,2466,2430,2511,packetLoss,0%,2,165,0,0.4,0.47,3091.1770000000006,0.01,9779.159,0.87,3646.6637581115438,0.2,1218.5,1,0
0,2021-11-15T15:00:34+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,645,651,565,742,4032,3900,3553,4114,1048,1035,896,1161,4095,3989,3674,4197,4028,3895,3546,4111,packetLoss,0%,2,372,0,0.44,0.75,2289.831,0.58,3700.8110000000006,0.42,6340.485316673644,0.06,2284,1,0.0009662272135416666
0,2021-11-15T15:58:27+00:00,https://www.whatsapp.com/,3g,560,560,560,560,489,473,437,494,835,822,773,859,706,702,656,743,2057,2040,1988,2076,828,815,765,852,packetLoss,.45%,2,63,0,0.81,0.64,2609.816,0.41,4334.816,0.97,2609.816,1,0,1,0.013754665798611112
0,2021-11-15T16:05:59+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1835,3526,1436,7308,5998,6838,3460,11055,3056,4114,1715,7570,9090,10368,8069,13944,5951,6790,3421,10997,packetLoss,.45%,2,307,0,0.16,0.31,3672.199,0,11811.247000000003,0.01,14635.215892265356,0,13697.623,0.83,0.12482076009114583
0,2021-11-15T16:01:12+00:00,https://www.forbes.com/,3g,1983,1983,1982,1983,46,49,43,59,4173,9954,4006,21683,276,269,249,281,9895,17278,9679,32260,4144,9920,3981,21634,packetLoss,.45%,2,566,0,0.25,0.76,2267.441,0.03,7914.7995,0.06,11210.193304416061,0.02,3660.4999999999955,1,0.006669022136264377
0,2021-11-15T16:09:59+00:00,https://www.live.com/,3g,449,449,449,449,176,219,133,349,2501,2513,2345,2694,467,508,395,663,2807,2854,2684,3070,2501,2513,2345,2694,packetLoss,.45%,2,165,0,0.39,0.48,3069.8765000000003,0.01,10034.478,0.82,3957.1828081612316,0.2,1253.0000000000005,1,0
0,2021-11-15T15:55:10+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,549,626,523,806,3455,3671,3404,4154,829,923,828,1112,3512,3735,3458,4236,3450,3667,3400,4151,packetLoss,.45%,2,372,0,0.53,0.8,2148.237,0.74,3148.99,0.55,5489.279565124449,0.14,1511,1,0.0009662272135416666
0,2021-11-15T17:26:53+00:00,https://www.whatsapp.com/,3g,560,560,560,560,472,472,446,499,811,853,762,987,690,742,659,878,2023,2065,1973,2199,804,847,756,980,packetLoss,1.20%,2,63,0,0.84,0.63,2615.116,0.53,3890.9049999999997,0.97,2615.116,1,0,1,0.013754665798611112
0,2021-11-15T17:33:36+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2526,2180,1067,2948,7070,7469,4762,10574,3193,2654,1308,3461,9804,11132,7646,15945,7022,7420,4712,10526,packetLoss,1.20%,2,311,0,0.15,0.26,3895.1890000000003,0,12298.068,0.03,12883.408959857785,0,14228.999999999998,0.83,0.12482076009114583
0,2021-11-15T17:29:32+00:00,https://www.forbes.com/,3g,1985,1986,1983,1989,60,54,40,62,4439,4534,4147,5015,274,279,274,290,9805,9819,9745,9907,4417,4498,4110,4966,packetLoss,1.20%,2,564,0,0.38,0.95,1533.72,0.5,3988.3019999999997,0.05,11761.759138802681,0.01,4335.999999999998,1,0.006572254816691081
0,2021-11-15T17:37:44+00:00,https://www.live.com/,3g,449,449,449,449,180,186,171,207,2328,2340,2310,2382,477,462,430,479,2637,2650,2623,2691,2328,2340,2310,2381,packetLoss,1.20%,2,165,0,0.39,0.54,2886.3070000000002,0.01,10032.561000000002,0.78,4196.850745712323,0.2,1241,1,0
0,2021-11-15T17:23:36+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,553,555,544,567,3539,3659,3404,4034,843,852,843,871,4086,3921,3585,4092,3536,3655,3397,4031,packetLoss,1.20%,2,375,0,0.51,0.79,2160.6029999999996,0.74,3166.5139999999997,0.52,5666.126842486797,0.1,1825,1,0.0009662272135416666
0,2021-11-15T15:40:26+00:00,https://www.whatsapp.com/,3g,560,560,560,560,478,482,459,508,850,834,793,858,742,726,691,746,2065,2050,2011,2073,840,826,786,851,packetLoss,.30%,2,63,0,0.81,0.64,2607.645,0.41,4335.853499999999,0.97,2607.645,1,0,1,0.013754665798611112
0,2021-11-15T15:47:38+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1808,2099,1805,2684,5971,6067,5570,6660,2740,2582,2070,2935,8667,8778,8427,9239,5910,6010,5518,6602,packetLoss,.30%,2,305,0,0.14,0.24,3953.506,0,12745.720500000001,0.03,12755.616363365596,0,14471.272499999995,0.77,0.14813720703125
0,2021-11-15T15:43:16+00:00,https://www.forbes.com/,3g,1983,1983,1983,1983,62,68,62,80,4214,6771,4141,11957,300,305,284,330,9930,12110,9737,16663,4175,6738,4115,11925,packetLoss,.30%,2,530,0,0.44,0.76,2265.126,0.82,2868.9620000000004,0.05,11386.748354393912,0.01,3856.0000000000036,1,0.006572254816691081
0,2021-11-15T15:51:36+00:00,https://www.live.com/,3g,449,449,449,449,191,204,179,243,2412,6214,2371,13859,473,482,456,517,2722,6640,2683,14515,2411,6213,2371,13858,packetLoss,.30%,2,165,0,0.39,0.49,3024.314,0.01,9968.213,0.79,4128.939899930716,0.23,1146.5,1,0
0,2021-11-15T15:37:04+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,627,611,572,634,3638,3621,3534,3692,942,927,885,953,3716,3686,3598,3744,3631,3617,3531,3688,packetLoss,.30%,2,372,0,0.52,0.82,2089.307,0.76,3093.904,0.53,5598.979145671014,0.11,1754.499999999999,1,0.0009662272135416666
0,2021-11-15T17:44:02+00:00,https://www.whatsapp.com/,3g,560,560,560,560,507,505,465,544,819,834,783,901,709,720,674,776,2041,2049,1998,2107,812,827,776,894,packetLoss,1.35%,2,63,0,0.84,0.64,2603.9359999999997,0.53,3887.7824999999993,0.97,2603.9359999999997,1,0,1,0.013754665798611112
0,2021-11-15T17:51:00+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2337,2028,1198,2549,5957,5671,4682,6373,2791,2482,1446,3208,9115,8672,7775,9127,5902,5615,4629,6315,packetLoss,1.35%,2,308,0,0.16,0.27,3842.366,0,14311.307000000003,0.02,13909.058015371007,0,13302.934999999998,0.84,0.12425679524739584
0,2021-11-15T17:46:50+00:00,https://www.forbes.com/,3g,1984,1985,1983,1987,50,50,43,56,4298,6827,4153,12030,256,254,240,266,10419,12352,9716,16921,4272,6803,4128,12010,packetLoss,1.35%,2,549,0,0.24,0.71,2419.111,0.03,7960.508,0.07,10761.99761233654,0.02,3700.4999999999973,1,0.01824951171875
0,2021-11-15T17:55:09+00:00,https://www.live.com/,3g,449,449,449,449,174,176,136,217,2375,2385,2365,2415,490,503,451,568,2686,2697,2677,2727,2375,2385,2365,2415,packetLoss,1.35%,2,165,0,0.39,0.51,2961.138,0.01,10101.28,0.78,4200.161684550583,0.21,1202,1,0
0,2021-11-15T17:40:46+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,583,594,524,675,3513,3573,3444,3762,873,899,819,1005,3563,3624,3491,3819,3500,3566,3440,3759,packetLoss,1.35%,2,378,0,0.51,0.82,2092.218,0.76,3083.153,0.48,5928.507090567815,0.09,1944.986499999999,1,0.0009662272135416666
0,2021-11-15T16:33:30+00:00,https://www.whatsapp.com/,3g,560,560,560,560,501,558,495,677,860,897,802,1028,740,782,697,910,2073,2108,2015,2235,853,890,796,1021,packetLoss,.75%,2,63,0,0.82,0.63,2614.703,0.47,4114.7029999999995,0.97,2614.703,1,0,1,0.013754665798611112
0,2021-11-15T16:41:00+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1139,1267,1053,1609,4960,4905,4737,5017,1436,1537,1336,1838,7836,7900,7714,8149,4913,4854,4684,4965,packetLoss,.75%,2,303,0,0.16,0.28,3793.906,0,11827.934500000001,0,17384.813684457287,0,13721.235000000002,0.85,0.1203125
0,2021-11-15T16:36:09+00:00,https://www.forbes.com/,3g,1979,1979,1979,1979,53,55,47,66,4084,13706,4079,32956,256,249,226,265,12231,23425,9683,48360,4059,13682,4056,32932,packetLoss,.75%,2,534,0,0.49,0.97,1446.694,0.91,2427.464,0.08,10406.613910724056,0.01,4895.5000000000055,1,0.01824951171875
0,2021-11-15T16:45:12+00:00,https://www.live.com/,3g,449,449,449,449,192,184,114,246,2259,2861,2187,4137,473,473,409,536,2586,3337,2435,4990,2259,2861,2187,4137,packetLoss,.75%,2,165,0,0.4,0.52,2950.2259999999997,0.01,9093.751,0.83,3911.563543688699,0.22,1171.5,1,0
0,2021-11-15T16:30:15+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,584,576,558,585,3451,3352,3080,3526,876,865,821,897,3512,3500,3405,3584,3445,3346,3070,3523,packetLoss,.75%,2,372,0,0.52,0.81,2110.905,0.75,3115.7570000000005,0.55,5509.343246982181,0.09,1916,1,0.0009662272135416666
0,2021-11-15T18:01:24+00:00,https://www.whatsapp.com/,3g,560,560,560,560,449,451,415,488,773,790,766,832,659,670,645,706,1990,2004,1977,2045,766,784,760,825,packetLoss,1.50%,2,63,0,0.81,0.64,2610.4230000000002,0.41,4338.4935000000005,0.97,2610.4230000000002,1,0,1,0.013754665798611112
0,2021-11-15T18:07:38+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1894,2328,1073,4018,7724,7581,5484,9536,2141,2575,1308,4275,10599,11330,8483,14909,7675,7532,5436,9485,packetLoss,1.50%,2,308,0,0.16,0.31,3656.399,0,15671.514500000005,0.01,15547.037332146305,0,11773.000000000004,0.84,0.12425679524739584
0,2021-11-15T18:04:02+00:00,https://www.forbes.com/,3g,1987,1986,1983,1989,55,51,44,55,4200,4975,4090,6635,261,257,241,269,12695,13127,9681,17004,4177,4951,4065,6612,packetLoss,1.50%,2,562,0,0.89,0.76,2270.537,0.82,2876.313,0.96,2739.599265980338,0.94,162.5,1,0.006572254816691081
0,2021-11-15T18:11:48+00:00,https://www.live.com/,3g,449,449,449,449,192,194,169,221,2384,2368,2322,2398,473,458,422,478,2699,2678,2629,2706,2384,2368,2321,2398,packetLoss,1.50%,2,165,0,0.4,0.53,2901.574,0.01,9960.694,0.8,4069.606032979602,0.22,1157,1,0
0,2021-11-15T17:58:09+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,609,634,575,718,3684,3647,3552,3704,913,926,862,1003,3758,3859,3597,4223,3678,3641,3548,3698,packetLoss,1.50%,2,387,0,0.5,0.78,2196.128,0.73,3191.7760000000003,0.48,5953.921131660854,0.1,1791.7964999999976,1,0.0009662272135416666
0,2021-11-15T16:16:34+00:00,https://www.whatsapp.com/,3g,560,560,560,560,732,773,533,1055,1211,1173,902,1405,1090,1054,774,1297,2425,2395,2114,2646,1203,1165,895,1398,packetLoss,.60%,2,63,0,0.84,0.64,2614.136,0.51,3962.080999999999,0.97,2614.136,1,0,1,0.013754665798611112
0,2021-11-15T16:22:58+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1122,1154,1102,1237,4996,6692,4993,10088,1366,1400,1357,1477,7796,10327,7739,15447,4949,6644,4945,10037,packetLoss,.60%,2,308,0,0.15,0.24,3998.4570000000003,0,14480.080500000002,0.02,14371.305783381784,0,13039.052999999998,0.84,0.12425679524739584
0,2021-11-15T16:19:25+00:00,https://www.forbes.com/,3g,1983,1983,1983,1983,51,52,47,59,5022,6635,3688,11196,275,264,242,275,9852,12097,9761,16678,4994,6603,3637,11178,packetLoss,.60%,2,554,0,0.9,0.76,2262.717,0.82,2866.857,0.97,2654.960591551704,0.95,145.00000000000023,1,0.006669022136264377
0,2021-11-15T16:27:14+00:00,https://www.live.com/,3g,449,449,449,449,167,154,113,183,2375,2352,2293,2387,467,437,359,486,2704,3716,2612,5831,2375,2352,2293,2387,packetLoss,.60%,2,165,0,0.39,0.47,3090.933,0.01,9854.782,0.87,3591.0455665013587,0.15,1455.5,1,0
0,2021-11-15T16:13:03+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,771,783,737,842,3485,3550,3369,3796,1079,1103,1067,1164,3663,3703,3605,3842,3480,3545,3363,3792,packetLoss,.60%,2,376,0,0.5,0.78,2214.5319999999997,0.72,3217.8779999999997,0.49,5838.0529002229905,0.1,1770.000000000001,1,0.0009662272135416666
0,2021-11-15T16:52:49+00:00,https://www.whatsapp.com/,3g,560,560,560,560,422,423,414,432,755,755,737,772,639,640,624,656,2005,2004,1969,2039,748,748,730,765,packetLoss,.90%,3,60,3,0.81,0.64,2609.459,0.41,4339.68,0.97,2609.459,1,0,1,0.013754665798611112
0,2021-11-15T17:00:09+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1178,1376,1166,1785,5022,5025,4633,5419,1823,1850,1574,2154,9609,9442,9103,9615,4973,4977,4589,5370,packetLoss,.90%,3,188,114,0.16,0.3,3705.4700000000003,0,10952.887,0.01,14640.337011295644,0,14008.032000000007,0.83,0.12482076009114583
0,2021-11-15T16:56:24+00:00,https://www.forbes.com/,3g,1979,1981,1978,1987,49,48,44,50,4119,8698,3788,18186,275,275,267,283,12093,13773,9808,19419,4097,8673,3766,18157,packetLoss,.90%,3,521,20,0.89,0.76,2263.257,0.84,2790.6859999999997,0.96,2747.473528260101,0.93,168.1529999999998,1,0.0062580394744873044
0,2021-11-15T17:03:37+00:00,https://www.live.com/,3g,449,449,449,449,194,192,165,218,2376,2361,2316,2391,462,480,459,519,2681,2670,2630,2700,2376,2361,2316,2391,packetLoss,.90%,2,165,0,0.39,0.52,2928.5950000000003,0.01,9916.267000000002,0.81,4030.8300705675697,0.2,1245,1,0
0,2021-11-15T16:49:58+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,764,697,548,779,4432,4344,4052,4548,1098,1025,875,1102,4766,5025,4292,6018,4429,4340,4049,4542,packetLoss,.90%,3,217,155,0.51,0.8,2145.279,0.7,3289.639,0.59,5250.506060694066,0.09,1932.999999999999,1,0.0009662272135416666
0,2021-11-15T15:23:34+00:00,https://www.whatsapp.com/,3g,560,560,560,560,461,500,431,609,812,826,733,932,689,713,627,822,2045,2069,1990,2172,805,819,726,925,packetLoss,.15%,3,60,3,0.81,0.64,2604.204,0.41,4329.204,0.97,2604.204,1,0,1,0.013754665798611112
0,2021-11-15T15:31:49+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1213,1621,1110,2540,5855,5395,4431,5899,1563,1993,1523,2892,9136,9387,8938,10086,5811,5363,4388,5889,packetLoss,.15%,3,211,105,0.18,0.29,3720.6670000000004,0,11661.698,0.04,11951.194140331547,0,12853.500000000004,1,0.006574300130208334
0,2021-11-15T15:27:15+00:00,https://www.forbes.com/,3g,1983,1988,1983,1999,69,67,60,71,4005,3947,3570,4266,282,283,276,292,9793,10001,9716,10493,3973,3905,3527,4215,packetLoss,.15%,3,506,12,0.24,0.73,2359.411,0.03,8055.903,0.06,11042.045539880884,0.02,3841.5,1,0.006669022136264377
0,2021-11-15T15:35:33+00:00,https://www.live.com/,3g,449,449,449,449,182,178,168,184,2362,2368,2358,2384,459,457,446,467,2682,2685,2674,2698,2362,2368,2358,2384,packetLoss,.15%,2,165,0,0.41,0.53,2909.585,0.01,9681.863000000001,0.85,3723.4712547431927,0.22,1173,1,0
0,2021-11-15T15:20:41+00:00,https://www.canva.com/,3g,4254,4255,4254,4258,640,851,542,1370,4053,3982,3748,4146,948,1350,841,2260,4497,4523,4439,4632,4049,3973,3745,4124,packetLoss,.15%,3,236,133,0.51,0.8,2131.459,0.75,3132.134,0.45,6096.54681872565,0.11,1748,1,0.0009662272135416666
0,2021-11-15T17:09:45+00:00,https://www.whatsapp.com/,3g,560,560,560,560,464,781,447,1431,1711,1584,792,2250,677,998,674,1643,2023,2330,1992,2975,1701,1576,784,2243,packetLoss,1.05%,3,59,4,0.9,0.64,2609.2799999999997,0.84,2759.5209999999997,0.97,2609.2799999999997,1,0,0.86,0.1165065460205078
0,2021-11-15T17:18:34+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1791,2127,1781,2808,6374,6540,6012,7233,2170,2501,2164,3170,9853,10309,9703,11371,6327,6485,5951,7176,packetLoss,1.05%,3,167,143,0.16,0.29,3724.283,0,11359.867999999999,0.03,12594.796336720432,0,14062.499999999998,0.82,0.1294411214192708
0,2021-11-15T17:13:41+00:00,https://www.forbes.com/,3g,1979,1982,1979,1987,50,56,48,70,4630,13828,4131,32724,275,271,260,277,12084,23409,9916,48226,4606,13799,4111,32679,packetLoss,1.05%,3,521,26,0.44,0.76,2269.805,0.82,2875.777,0.06,11204.568318706986,0.01,4366.499999999993,1,0.006669022136264377
0,2021-11-15T17:22:05+00:00,https://www.live.com/,3g,449,449,449,449,174,162,110,202,2350,2304,2202,2361,426,420,341,493,2651,2615,2508,2686,2350,2304,2202,2361,packetLoss,1.05%,2,165,0,0.38,0.53,2918.065,0.01,9995.757000000001,0.77,4238.965714525933,0.18,1295,1,0
0,2021-11-15T17:06:53+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,584,700,556,960,4447,4688,3993,5624,1252,1328,870,1861,4827,5047,4345,5969,4444,4678,3988,5603,packetLoss,1.05%,3,220,158,0.51,0.79,2165.766,0.74,3172.6369999999997,0.58,5354.522376485334,0.08,2019.1319999999962,1,0.0009662272135416666
0,2021-11-15T15:05:27+00:00,https://www.whatsapp.com/,3g,560,560,560,560,499,519,494,565,950,947,907,983,801,813,786,853,2186,2189,2159,2221,943,939,899,976,packetLoss,0%,3,61,3,0.83,0.63,2635.33,0.51,3976.96,0.97,2635.33,1,0,1,0.013754665798611112
0,2021-11-15T15:13:46+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1269,1397,1226,1695,7387,7830,7280,8823,2368,2219,1810,2480,11886,11719,10145,13125,7310,7766,7232,8755,packetLoss,0%,3,198,105,0.14,0.12,4823.916,0,21859.837499999987,0.01,16055.146069372666,0,15270.500000000007,0.83,0.12469970703125
0,2021-11-15T15:09:13+00:00,https://www.forbes.com/,3g,1979,1982,1979,1987,83,86,82,92,4574,4610,4564,4692,318,327,305,357,10303,10292,10109,10465,4539,4577,4524,4669,packetLoss,0%,3,499,12,0.44,0.74,2334.1730000000002,0.81,2885.2375,0.07,10663.727366769408,0.01,5262.500000000004,1,0.01824951171875
0,2021-11-15T15:17:26+00:00,https://www.live.com/,3g,449,449,449,449,199,205,193,223,2336,2238,1990,2389,469,470,440,502,2649,2550,2305,2697,2336,2238,1990,2389,packetLoss,0%,2,165,0,0.38,0.44,3170.675,0.06,7137.852999999999,0.79,4136.854265833603,0.17,1356.999999999999,1,0
0,2021-11-15T15:02:22+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,1056,1008,643,1324,5142,5267,4425,6234,1393,1378,1015,1725,7163,7258,6659,7952,5138,5262,4417,6230,packetLoss,0%,3,233,139,0.47,0.75,2285.621,0.7,3307.831,0.32,7063.326293641201,0.07,2173.5,1,0.0006458333333333333
0,2021-11-15T15:59:51+00:00,https://www.whatsapp.com/,3g,560,560,560,560,437,454,434,490,808,816,776,863,690,697,660,741,2051,2050,2005,2094,801,809,770,856,packetLoss,.45%,3,60,3,0.8,0.64,2604.852,0.38,4479.852,0.97,2604.852,1,0,1,0.013754665798611112
0,2021-11-15T16:08:00+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1153,1357,1113,1804,4738,4936,4380,5690,1524,1926,1475,2780,9324,9239,8233,10159,4679,4897,4372,5641,packetLoss,.45%,3,198,105,0.13,0.02,7057.757,0,15194.210999999998,0.01,15142.310894674109,0,12214.12,0.82,0.1311366441514757
0,2021-11-15T16:03:40+00:00,https://www.forbes.com/,3g,1983,1987,1979,1999,55,53,45,58,4387,4408,4119,4719,291,291,261,320,9963,10018,9795,10295,4366,4384,4092,4695,packetLoss,.45%,3,516,12,0.44,0.75,2291.875,0.81,2901.8949999999995,0.07,10895.032323916857,0.01,4360.499999999998,1,0.01824951171875
0,2021-11-15T16:11:29+00:00,https://www.live.com/,3g,449,449,449,449,115,128,98,170,2359,2467,2314,2727,441,437,391,479,2663,2770,2616,3031,2359,2466,2313,2727,packetLoss,.45%,2,165,0,0.4,0.53,2923.9449999999997,0.01,9920.571,0.81,4002.50094319456,0.22,1150.999999999999,1,0
