,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-14T02:46:21+00:00,https://www.google.com/,3g,225,225,225,225,75,75,71,79,313,320,312,334,131,137,130,150,469,471,456,488,310,316,309,330,bandwidth,160Mbps,2,0.83,0.89,1820.905,0.87,2657.8945,0.99,2266.24565789165,0.75,333.834,0.88,0.108628540039063
0,2021-11-14T02:56:59+00:00,https://www.vk.com/,3g,310,310,310,310,1358,1427,1219,1705,6003,6025,5570,6503,4834,4894,4585,5262,6694,6686,6223,7142,5987,6006,5550,6480,bandwidth,160Mbps,3,0.46,0,15760.6425,0,15985.6425,0.01,16974.5616460001,1,0,1,0
0,2021-11-14T02:48:46+00:00,https://www.facebook.com/,3g,258,258,258,258,354,381,345,443,701,724,693,777,494,527,494,594,2000,2026,1990,2087,696,719,689,772,bandwidth,160Mbps,3,0.78,0.27,3825.962,0.51,3975.962,0.84,3825.962,1,0,1,0
0,2021-11-14T02:51:21+00:00,https://www.youtube.com/,3g,9317,9314,9274,9350,63,60,53,65,1970,1973,1958,1990,163,168,163,178,2673,2683,2654,2723,1969,1972,1957,1989,bandwidth,160Mbps,2,0.5,0.19,4270.78,0.03,7965.955,0.6,5241.14600292919,0.74,347.1635,1,0
0,2021-11-14T02:53:55+00:00,https://www.instagram.com/,3g,323,323,323,323,292,287,274,295,731,727,718,732,330,335,327,349,2271,2271,2262,2279,730,726,716,731,bandwidth,160Mbps,3,0.71,0.99,1242.662,0.01,10256.036,1,1550.05385600005,1,0,0.94,0.08203125
0,2021-11-14T03:26:46+00:00,https://www.google.com/,3g,225,225,225,225,514,532,415,668,1287,1334,1060,1655,591,671,527,895,1955,1845,1416,2163,1283,1329,1056,1648,bandwidth,400Mbps,2,0.83,0.85,1997.262,0.8,2939.302,0.93,3113.55673728401,0.83,265.5,0.88,0.108628540039063
0,2021-11-14T03:37:25+00:00,https://www.vk.com/,3g,310,310,310,310,1434,1457,1254,1683,5756,5857,5566,6249,4698,4721,4378,5088,6812,6926,6666,7301,5735,5836,5551,6223,bandwidth,400Mbps,3,0.46,0,16971.85,0,17121.85,0,18511.453943999,1,0,1,0
0,2021-11-14T03:29:12+00:00,https://www.facebook.com/,3g,258,258,258,258,421,424,415,435,807,814,794,841,577,572,561,578,2084,2104,2066,2163,803,810,789,837,bandwidth,400Mbps,3,0.78,0.28,3784.663,0.52,3934.663,0.85,3784.663,1,0,1,0
0,2021-11-14T03:31:48+00:00,https://www.youtube.com/,3g,9297,9296,9277,9314,56,55,52,57,1993,1969,1917,1998,178,173,162,179,2657,2680,2640,2744,1992,1968,1915,1996,bandwidth,400Mbps,2,0.52,0.17,4404.174,0.04,7633.9365,0.72,4528.67099095482,0.76,328,1,0
0,2021-11-14T03:34:21+00:00,https://www.instagram.com/,3g,323,324,323,325,283,284,276,292,728,729,727,733,329,332,320,347,2296,2303,2218,2396,727,728,726,732,bandwidth,400Mbps,3,0.71,0.99,1244.282,0.01,10259.686,1,1676.11142799985,1,0,0.94,0.08203125
0,2021-11-14T03:13:13+00:00,https://www.google.com/,3g,225,225,225,225,516,895,84,2085,1065,1433,761,2474,893,1118,151,2310,1291,1670,808,2910,1062,1425,744,2470,bandwidth,320Mbps,2,0.83,0.89,1857.803,0.79,2971.422,0.83,3875.71157192567,0.86,238.5,0.88,0.108628540039063
0,2021-11-14T03:23:55+00:00,https://www.vk.com/,3g,310,310,310,310,1360,1361,1277,1446,5759,5724,5072,6342,4771,4611,4150,4911,6678,6710,6144,7307,5727,5703,5057,6325,bandwidth,320Mbps,3,0.46,0,15944.081,0,16169.081,0.01,16945.7154479999,1,0,1,0
0,2021-11-14T03:15:43+00:00,https://www.facebook.com/,3g,258,258,258,258,367,383,331,450,754,758,680,841,528,544,476,628,1979,2010,1962,2090,749,753,675,836,bandwidth,320Mbps,3,0.78,0.27,3814.393,0.51,3964.393,0.84,3814.393,1,0,1,0
0,2021-11-14T03:18:19+00:00,https://www.youtube.com/,3g,9306,9308,9285,9334,64,66,60,74,2005,2001,1988,2009,179,184,161,211,2715,3016,2703,3630,2004,1999,1986,2008,bandwidth,320Mbps,2,0.49,0.17,4386.1615,0.02,8656.3105,0.67,4831.6379559684,0.69,391.787,1,0.016726684570313
0,2021-11-14T03:20:52+00:00,https://www.instagram.com/,3g,323,323,323,323,296,296,273,318,740,740,715,766,347,336,307,355,2311,2326,2309,2358,738,739,714,765,bandwidth,320Mbps,3,0.71,0.99,1091.053,0.01,10265.022,1,1565.27102600001,1,0,0.94,0.08203125
0,2021-11-14T02:32:42+00:00,https://www.google.com/,3g,225,225,225,225,78,350,69,904,362,714,327,1454,139,521,130,1294,517,1149,459,2472,358,711,323,1451,bandwidth,80Mbps,2,0.85,0.9,1807.089,0.86,2707.165,0.86,3667.57997252895,0.86,236,0.88,0.108628540039063
0,2021-11-14T02:43:34+00:00,https://www.vk.com/,3g,310,310,310,310,1432,1486,1283,1743,5778,5842,5736,6011,4760,4744,4644,4829,6415,6479,6359,6662,5754,5820,5715,5992,bandwidth,80Mbps,3,0.46,0,16931.488,0,17156.488,0.01,16957.0633459999,1,0,1,0
0,2021-11-14T02:35:08+00:00,https://www.facebook.com/,3g,258,258,258,258,380,371,328,406,721,734,716,765,511,528,511,562,2026,2018,1974,2053,716,729,711,761,bandwidth,80Mbps,3,0.78,0.27,3829.862,0.51,3979.862,0.84,3829.862,1,0,1,0.027561836242676
0,2021-11-14T02:37:44+00:00,https://www.youtube.com/,3g,9274,9277,9254,9304,59,58,54,60,2057,2040,1989,2075,179,179,161,196,2778,2746,2672,2789,2056,2039,1988,2074,bandwidth,80Mbps,2,0.52,0.16,4482.832,0.03,7927.832,0.52,5670.105953129,0.81,281.5,1,0
0,2021-11-14T02:40:28+00:00,https://www.instagram.com/,3g,323,323,323,323,347,456,283,739,781,901,734,1187,395,501,333,776,2401,2465,2284,2711,780,900,733,1186,bandwidth,80Mbps,3,0.71,0.99,1241.994,0.01,10244.116,1,1748.87597199998,1,0,0.94,0.08203125
0,2021-11-14T02:59:45+00:00,https://www.google.com/,3g,225,225,225,225,73,74,72,78,317,320,317,327,139,142,138,149,478,476,456,495,314,317,313,323,bandwidth,240Mbps,2,0.84,0.85,1970.382,0.83,2805.1435,0.96,2791.91988540963,0.85,247.5,0.88,0.108628540039063
0,2021-11-14T03:10:21+00:00,https://www.vk.com/,3g,310,310,310,310,1522,1490,1405,1542,5635,5603,5412,5762,4540,4515,4302,4703,6367,6393,6363,6449,5620,5586,5392,5747,bandwidth,240Mbps,3,0.46,0,16289.3125,0,16514.3125,0.01,16933.7836460002,1,0,1,0
0,2021-11-14T03:02:10+00:00,https://www.facebook.com/,3g,258,258,258,258,331,357,329,411,679,719,679,799,477,504,476,560,2054,2040,1978,2089,674,714,674,795,bandwidth,240Mbps,3,0.78,0.27,3846.812,0.5,3996.812,0.84,3846.812,1,0,1,0
