,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue,num_http2_responses,num_http3_responses
0,2021-11-16T14:28:32+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,640,670,633,736,4320,4311,4286,4326,1088,1109,1049,1191,4407,4406,4380,4431,4313,4304,4280,4318,bandwidth,720Mbps,2,0.48,0.79,2186.47,0.72,3242.68,0.41,6398.92373,0.04,2684.0785,1,0.0009662272135,378,0
0,2021-11-16T12:08:56+00:00,https://www.whatsapp.com/,3g,560,560,560,560,655,801,538,1209,1189,1364,1108,1796,1025,1169,905,1576,2520,2665,2354,3121,1179,1354,1097,1786,bandwidth,160Mbps,2,0.84,0.67,2505.812,0.53,3902.003,0.98,2505.812,1,0,1,0.0137546658,67,0
0,2021-11-16T12:17:23+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1320,1563,1297,2073,5911,6158,5712,6851,1738,1937,1659,2415,8477,8725,8474,9223,5845,6093,5647,6786,bandwidth,160Mbps,2,0.15,0.21,4158.277,0,13082.577,0.02,14215.51276,0,19095.324,0.84,0.1242567952,300,0
0,2021-11-16T12:05:06+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,641,707,608,873,4928,4917,4739,5085,1158,1226,1152,1367,4970,3397,49,5172,4924,4913,4735,5080,bandwidth,160Mbps,2,0.46,0.78,2214.091,0.72,3235.095,0.35,6852.431523,0.02,3515,1,0.0006458333333,383,0
0,2021-11-16T13:12:15+00:00,https://www.whatsapp.com/,3g,560,560,560,560,510,515,486,548,994,1030,989,1108,820,855,806,938,2226,2269,2225,2355,985,1021,980,1099,bandwidth,400Mbps,2,0.83,0.63,2635.899,0.5,3984.21,0.97,2635.899,1,0,1,0.0137546658,63,0
0,2021-11-16T13:20:25+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1915,1828,1275,2295,7027,7008,5929,8067,3015,2641,1655,3253,9235,9254,8477,10049,6952,6929,5865,7969,bandwidth,400Mbps,2,0.14,0.13,4719.157,0,16069.93,0.01,16180.24014,0,16583.5,0.83,0.1248207601,304,0
0,2021-11-16T13:08:23+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,989,998,706,1300,4795,6819,4662,10999,1444,1457,1184,1743,4874,7632,4795,13228,4791,6813,4654,10994,bandwidth,400Mbps,2,0.47,0.77,2220.65,0.72,3246.035,0.41,6369.135291,0.04,2607.1355,1,0.0009662272135,382,0
0,2021-11-16T12:51:04+00:00,https://www.whatsapp.com/,3g,560,560,560,560,526,521,503,533,1044,1027,989,1049,849,842,827,851,2290,2275,2240,2295,1035,1018,979,1039,bandwidth,320Mbps,2,0.83,0.62,2653.73,0.5,3982.571,0.97,2653.73,1,0,1,0.0137546658,63,0
0,2021-11-16T13:00:12+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1145,1297,1326,1245,1435,6343,6221,5959,6360,1785,1746,1617,1836,8766,8682,8502,8778,6267,6149,5895,6285,bandwidth,320Mbps,2,0.15,0.23,4016.102,0,12068.547,0.01,15074.79199,0,21252.5,0.83,0.1271923489,304,0
0,2021-11-16T12:47:13+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,660,668,603,741,4700,4724,4532,4941,1096,1140,1089,1234,5030,7057,4870,11270,4696,4720,4527,4937,bandwidth,320Mbps,2,0.47,0.78,2207.927,0.72,3225.525,0.36,6772.387402,0.03,3017.0455,1,0.0006458333333,383,0
0,2021-11-16T11:48:05+00:00,https://www.whatsapp.com/,3g,560,560,560,560,577,587,535,650,1152,1162,1143,1191,986,975,918,1022,2467,2445,2377,2492,1142,1151,1132,1179,bandwidth,80Mbps,2,0.83,0.62,2649.687,0.5,3982.283,0.97,2649.687,1,0,1,0.0137546658,64,0
0,2021-11-16T11:56:47+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1145,1313,1300,1137,1450,6407,6481,6390,6645,2529,2219,1558,2570,8532,6052,422,9203,6338,6414,6322,6582,bandwidth,80Mbps,2,0.15,0.21,4119.12,0,16055.9485,0.01,16030.76848,0,20616.1555,0.83,0.1248207601,306,0
0,2021-11-16T11:44:06+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,668,667,655,678,4543,4698,4481,5069,1155,1151,1126,1172,4621,7520,4608,13330,4539,4692,4472,5064,bandwidth,80Mbps,2,0.47,0.77,2224.685,0.72,3225.997,0.48,5943.756097,0.01,4007.96,1,0.0009662272135,384,0
0,2021-11-16T12:29:07+00:00,https://www.whatsapp.com/,3g,560,560,560,560,570,566,558,570,1096,1097,1046,1148,904,905,871,941,2347,2344,2293,2393,1087,1086,1036,1135,bandwidth,240Mbps,2,0.83,0.63,2635.204,0.5,3982.925,0.97,2635.204,1,0,1,0.0137546658,63,0
0,2021-11-16T12:38:42+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1582,1827,1376,2523,6738,6990,6421,7812,2084,2277,1773,2974,9206,9432,8871,10219,6624,6903,6343,7741,bandwidth,240Mbps,2,0.15,0.2,4198.718,0,12986.181,0.01,17054.997,0,25644.971,0.85,0.1204335531,307,0
0,2021-11-16T12:25:24+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,655,694,604,822,4632,4624,4531,4708,1110,1164,1106,1277,4731,4709,4601,4796,4625,4618,4526,4702,bandwidth,240Mbps,2,0.52,0.78,2199.697,0.93,2355.051,0.36,6718.952848,0.05,2559.147,1,0.0006458333333,381,0
0,2021-11-16T13:52:07+00:00,https://www.whatsapp.com/,3g,560,560,560,560,615,588,502,648,1120,1089,958,1189,951,905,798,965,2370,2339,2209,2437,1110,1080,949,1180,bandwidth,560Mbps,2,0.83,0.63,2641.194,0.5,3988.412,0.97,2641.194,1,0,1,0.0137546658,63,0
0,2021-11-16T13:59:30+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2113,2310,1298,3518,7714,7603,6454,8641,2543,2702,1694,3868,9812,9723,8552,10804,7642,7535,6386,8578,bandwidth,560Mbps,2,0.16,0.27,3848.794,0,11666.8265,0.01,14456.20203,0,19638.5,0.85,0.1203125,306,0
0,2021-11-16T13:48:21+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,699,769,687,922,4515,4510,4477,4539,1158,1217,1122,1371,4618,4599,4561,4618,4501,4502,4471,4535,bandwidth,560Mbps,2,0.44,0.75,2289.911,0.61,3610.902,0.39,6552.718391,0.03,2849,1,0.0009662272135,381,0
0,2021-11-16T14:11:24+00:00,https://www.whatsapp.com/,3g,560,560,560,560,607,608,587,630,1070,1071,1038,1104,931,918,884,938,2324,2320,2290,2345,1062,1062,1029,1095,bandwidth,640Mbps,2,0.81,0.63,2631.914,0.41,4356.914,0.97,2631.914,1,0,1,0.0137546658,63,0
0,2021-11-16T14:20:20+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1508,1497,1281,1701,6382,6375,6221,6522,2066,2076,1701,2461,8727,8705,8518,8869,6303,6292,6133,6439,bandwidth,640Mbps,2,0.14,0.15,4544.924,0,17618.81,0.01,16334.3928,0,18937.626,0.84,0.1242567952,303,0
0,2021-11-16T14:07:41+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,617,665,616,763,4251,4277,4234,4347,1052,1088,1041,1172,4352,4364,4316,4424,4246,4269,4219,4343,bandwidth,640Mbps,2,0.47,0.78,2217.487,0.72,3225.758,0.33,6941.544197,0.04,2675.5,1,0.0009662272135,381,0
0,2021-11-16T13:33:49+00:00,https://www.whatsapp.com/,3g,560,560,560,560,507,520,504,548,1000,1014,986,1055,829,836,823,857,2326,2310,2276,2327,991,1004,976,1046,bandwidth,480Mbps,3,0.81,0.63,2633.708,0.41,4358.708,0.97,2633.708,1,0,1,0.0137546658,60,3
0,2021-11-16T13:42:38+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1521,2492,1411,4543,6340,7430,6277,9673,1992,2969,1895,5020,10522,11170,9893,13096,6327,7382,6209,9609,bandwidth,480Mbps,3,0.15,0.28,3791.26,0,11566.532,0.02,14053.04442,0,19617.5,0.82,0.1293892415,125,181
0,2021-11-16T13:30:33+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,705,729,688,795,5351,5333,5215,5432,1140,1178,1102,1293,5728,5750,5674,5849,5343,5327,5210,5427,bandwidth,480Mbps,3,0.52,0.78,2210.758,0.92,2376.258,0.45,6115.609137,0.03,3079.5,1,0.0006458333333,148,233
0,2021-11-16T15:21:03+00:00,https://www.whatsapp.com/,3g,560,560,560,560,499,511,472,563,1052,1058,978,1143,860,889,836,971,2322,2333,2263,2413,1042,1048,969,1133,bandwidth,800Mbps,3,0.83,0.63,2633.27,0.51,3977.488,0.97,2633.27,1,0,1,0.0137546658,62,3
0,2021-11-16T15:31:17+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2102,2045,1506,2528,7257,7268,6942,7606,2605,2575,2080,3041,10460,10670,10068,11481,7198,7202,6873,7536,bandwidth,800Mbps,3,0.14,0.15,4550.209,0,18500.877,0.01,15580.9992,0,19018.5,0.83,0.1248207601,125,180
0,2021-11-16T15:17:49+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,670,709,628,828,5138,5179,4953,5446,1145,1197,1116,1330,6085,8603,5782,13941,5133,5174,4948,5441,bandwidth,800Mbps,3,0.47,0.77,2237.387,0.71,3257.139,0.43,6218.474298,0.03,2912,1,0.0006458333333,151,231
0,2021-11-16T15:00:34+00:00,https://www.whatsapp.com/,3g,560,560,560,560,628,649,553,766,1134,1178,1120,1279,956,998,926,1111,2427,2458,2395,2551,1123,1168,1111,1270,bandwidth,720Mbps,3,0.81,0.64,2608.616,0.41,4346.6685,0.97,2608.616,1,0,1,0.0137546658,60,3
0,2021-11-16T15:10:06+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1527,1711,1438,2168,6857,6655,6112,6997,2796,2509,1903,2829,8910,6865,493,11191,6795,6590,6047,6927,bandwidth,720Mbps,3,0.15,0.24,3958.145,0,12215.3865,0.01,14559.3486,0,19312.5,0.84,0.1242049154,123,181
0,2021-11-16T14:30:26+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,769,957,696,1405,4921,5165,4782,5791,1319,1444,1281,1732,5964,5786,4886,6508,4916,5160,4778,5786,bandwidth,720Mbps,3,0.45,0.77,2226.923,0.63,3530.445,0.37,6672.76192,0.04,2759,1,0.0009662272135,148,233
0,2021-11-16T12:10:25+00:00,https://www.whatsapp.com/,3g,560,560,560,560,574,582,565,606,1142,1139,1123,1153,949,955,937,979,2418,2446,2405,2514,1133,1130,1113,1144,bandwidth,160Mbps,3,0.83,0.62,2661.502,0.5,3982.569,0.97,2661.502,1,0,1,0.0137546658,63,3
0,2021-11-16T12:19:44+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2025,1815,1266,2153,7048,6763,6080,7161,2561,2322,1738,2667,10930,10717,10023,11198,6958,6686,6001,7100,bandwidth,160Mbps,3,0.18,0.26,3858.855,0,12454.522,0.02,13824.95814,0,18016.5,1,0.00657430013,121,182
0,2021-11-16T12:07:03+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,661,647,609,672,5358,5267,4832,5611,1161,1212,1154,1322,6287,6411,6112,6835,5353,5262,4828,5606,bandwidth,160Mbps,3,0.45,0.74,2321.725,0.69,3341.673,0.4,6420.63987,0.02,3305,1,0.0006458333333,151,232
0,2021-11-16T13:13:40+00:00,https://www.whatsapp.com/,3g,560,560,560,560,586,603,548,676,1083,1094,1069,1131,913,937,912,985,2374,2385,2349,2431,1074,1085,1059,1122,bandwidth,400Mbps,3,0.83,0.63,2636.31,0.51,3979.762,0.97,2636.31,1,0,1,0.0137546658,60,3
0,2021-11-16T13:22:50+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2758,2639,1623,3536,8317,7738,6397,8501,3867,3362,2060,4160,12415,11662,10087,12485,8245,7669,6338,8424,bandwidth,400Mbps,3,0.16,0.27,3850.693,0,11955.176,0.02,13459.91384,0,17650.5015,0.84,0.1242567952,130,179
0,2021-11-16T13:10:25+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,721,715,612,811,5469,5476,5311,5648,1176,1210,1084,1370,5736,5741,5720,5766,5465,5463,5307,5617,bandwidth,400Mbps,3,0.47,0.77,2226.146,0.72,3225.365,0.39,6490.349713,0.03,2836.9385,1,0.0009662272135,147,233
0,2021-11-16T12:52:29+00:00,https://www.whatsapp.com/,3g,560,560,560,560,516,502,473,516,1059,1034,965,1079,862,843,802,866,2313,2304,2251,2347,1049,1024,954,1070,bandwidth,320Mbps,3,0.83,0.63,2636.106,0.5,3983.042,0.97,2636.106,1,0,1,0.0137546658,60,3
0,2021-11-16T13:02:38+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1320,1400,1294,1585,6155,6602,5920,7730,1863,1905,1749,2102,9657,9739,9588,9973,6057,6520,5839,7665,bandwidth,320Mbps,3,0.15,0.26,3890.762,0,11037.956,0.02,14401.27477,0,20470.5,0.82,0.1311366442,123,194
0,2021-11-16T12:49:10+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,754,710,605,770,5490,5460,5359,5532,1225,1196,1128,1235,5991,8637,5936,13985,5483,5452,5353,5521,bandwidth,320Mbps,3,0.46,0.76,2257.981,0.7,3288.119,0.4,6461.666478,0.02,3476,1,0.0009662272135,150,232
0,2021-11-16T11:49:33+00:00,https://www.whatsapp.com/,3g,560,560,560,560,552,537,501,559,1138,1115,1032,1174,969,931,844,981,2465,2434,2320,2516,1123,1104,1023,1165,bandwidth,80Mbps,3,0.8,0.63,2632.681,0.37,4507.681,0.97,2632.681,1,0,1,0.0137546658,63,3
0,2021-11-16T11:59:14+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1426,1376,1250,1452,7174,7517,7024,8353,1925,2197,1762,2904,11008,10724,10102,11061,7092,7440,6957,8270,bandwidth,80Mbps,3,0.19,0.4,3326.934,0,13915.649,0.01,15229.60145,0,18823.638,1,0.006879848904,123,180
0,2021-11-16T11:46:06+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,635,631,612,646,5424,5325,5076,5475,1279,1261,1199,1304,5188,6554,790,13683,5417,5318,5066,5470,bandwidth,80Mbps,3,0.46,0.79,2181.001,0.73,3188.152,0.31,7136.525324,0.02,3844.36,1,0.0006458333333,155,232
0,2021-11-16T12:30:34+00:00,https://www.whatsapp.com/,3g,560,560,560,560,530,543,502,597,1102,1097,1058,1130,890,916,890,967,2368,2377,2326,2437,1091,1086,1048,1119,bandwidth,240Mbps,3,0.83,0.62,2650.302,0.51,3980.597,0.97,2650.302,1,0,1,0.0137546658,62,3
0,2021-11-16T12:41:15+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2001,1914,1428,2313,7461,7596,7203,8124,2763,2518,1989,2802,10910,10669,9870,11228,7394,7522,7133,8039,bandwidth,240Mbps,3,0.14,0.21,4129.913,0,13742.998,0.01,15915.69688,0,22470.1115,0.82,0.1300050863,125,199
0,2021-11-16T12:27:18+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,680,694,673,730,5032,4983,4787,5131,1150,1155,1144,1171,5470,5495,5392,5622,5027,4978,4782,5124,bandwidth,240Mbps,3,0.47,0.79,2188.114,0.72,3218.455,0.37,6647.984992,0.03,3095,1,0.0009662272135,149,232
0,2021-11-16T13:53:32+00:00,https://www.whatsapp.com/,3g,560,560,560,560,513,510,501,516,966,983,939,1045,823,826,785,869,2269,2283,2239,2341,957,974,930,1036,bandwidth,560Mbps,3,0.83,0.63,2640.691,0.51,3975.577,0.97,2640.691,1,0,1,0.0137546658,60,3
0,2021-11-16T14:01:57+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1493,1719,1428,2237,6061,6624,5956,7856,1993,2249,1917,2838,9796,10139,9648,10973,5989,6556,5884,7795,bandwidth,560Mbps,3,0.17,0.21,4124.1,0,12478.147,0.01,14614.52738,0,17538.9785,1,0.0117586263,122,181
0,2021-11-16T13:50:15+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,663,656,615,690,5224,5257,5080,5467,1128,1101,1036,1139,5581,5582,5194,5972,5219,5251,5075,5460,bandwidth,560Mbps,3,0.44,0.79,2188.918,0.67,3420.729,0.2,8263.538188,0.05,2452,1,0.003845438004,149,232
0,2021-11-16T14:12:49+00:00,https://www.whatsapp.com/,3g,560,560,560,560,550,606,498,771,1009,1098,995,1291,834,940,834,1152,2287,2384,2280,2585,1001,1090,986,1283,bandwidth,640Mbps,3,0.81,0.62,2650.572,0.4,4380.0685,0.97,2650.572,1,0,1,0.0137546658,60,3
0,2021-11-16T14:22:46+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2029,1836,1379,2099,6971,7221,5930,8763,2509,2329,1892,2585,10645,10448,10035,10664,6902,7154,5864,8695,bandwidth,640Mbps,3,0.15,0.22,4057.442,0,16027.923,0.01,16690.53466,0,17403.731,0.83,0.1248207601,120,180
0,2021-11-16T14:09:34+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,666,692,593,816,5182,5131,4964,5247,1183,1151,1014,1255,5899,6046,5887,6351,5176,5124,4956,5241,bandwidth,640Mbps,3,0.48,0.8,2152.639,0.74,3163.363,0.36,6732.649805,0.04,2643.6035,1,0.0006458333333,149,232
